json_answer,url
"{
                ""products"": [{
                    ""Product Name"": ""Kissan Mixed Fruit Jam"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/12.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Kissan"",
                    ""MRP"": ""190.00"",
                    ""Expiry Date"": ""18/09/25"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/13.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good day Butter Cookies"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/14.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Kissan"",
                    ""MRP"": ""190.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/15.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good Day"",
                    ""MRP"": ""25.00"",
                    ""Expiry Date"": ""09/02/25"",
                    ""Net Content"": ""150 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/16.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good Day"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/17.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good Day Butter Cookies"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/18.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good Day Butter Cookies"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/19.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good Day"",
                    ""MRP"": ""25.00"",
                    ""Expiry Date"": ""09/02/25"",
                    ""Net Content"": ""150 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/20.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Haldiram's Punjabi Tadka"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/21.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Haldiram's Punjabi Tadka"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/22.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Haldiram's Punjabi Tadka"",
                    ""MRP"": ""54.00"",
                    ""Expiry Date"": ""25/02/25"",
                    ""Net Content"": ""220 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/23.jpg
"{
                ""products"": [{
                    ""Product Name"": ""NA"",
                    ""MRP"": ""54.00"",
                    ""Expiry Date"": ""25/02/25"",
                    ""Net Content"": ""220 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/24.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Haldiram's Punjabi Tadka"",
                    ""MRP"": ""54.00"",
                    ""Expiry Date"": ""25/02/25"",
                    ""Net Content"": ""220 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/25.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Biscuits"",
                    ""MRP"": ""25.00"",
                    ""Expiry Date"": ""09/02/25"",
                    ""Net Content"": ""143 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/26.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Biscuits"",
                    ""MRP"": ""25.00"",
                    ""Expiry Date"": ""09/02/25"",
                    ""Net Content"": ""143 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/27.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Biscuits"",
                    ""MRP"": ""25.00"",
                    ""Expiry Date"": ""09/02/25"",
                    ""Net Content"": ""143 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/28.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Nice Time Coconut Biscuit"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/29.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Dove Dryness Care Shampoo"",
                    ""MRP"": ""185.00"",
                    ""Expiry Date"": ""06/27"",
                    ""Net Content"": ""180 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/30.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Dove Dryness Care Shampoo"",
                    ""MRP"": ""185.00"",
                    ""Expiry Date"": ""06/27"",
                    ""Net Content"": ""180 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/31.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Dove Dryness Care Nourishing Shampoo"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""180 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/32.jpg
"{
                ""products"": [{
                    ""Product Name"": ""NA"",
                    ""MRP"": ""345.00"",
                    ""Expiry Date"": ""05/26"",
                    ""Net Content"": ""360 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/33.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Sunsilk lusciously thick & longShampoo"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/34.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Sunsilk nourishing soft & smooth shampoo"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/35.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clinic Plus"",
                    ""MRP"": ""285.00"",
                    ""Expiry Date"": ""03/26"",
                    ""Net Content"": ""355 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/36.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clinic Plus Health Shampoo"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/37.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clinic Plus Health Shampoo"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/38.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clean & Clear Facewash"",
                    ""MRP"": ""105.00"",
                    ""Expiry Date"": ""07/27"",
                    ""Net Content"": ""50 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/39.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clean & Clear aloe vera facewash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""50 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/40.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clean & Clear Morning Energy Lemon Fresh Face Wash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""100 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/41.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clean & Clear Morning Energy Lemon Fresh Face Wash"",
                    ""MRP"": ""185.00"",
                    ""Expiry Date"": ""07/27"",
                    ""Net Content"": ""100 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/42.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clean & Clear Morning Energy Aqua Splash Face Wash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""100 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/43.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Clean & Clear Morning Energy Aqua Splash Face Wash"",
                    ""MRP"": ""185.00"",
                    ""Expiry Date"": ""04/27"",
                    ""Net Content"": ""100 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/44.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Himalaya Purifying Neem Face Wash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""50 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/45.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Himalaya Purifying Neem Face Wash"",
                    ""MRP"": ""80.00"",
                    ""Expiry Date"": ""05/2027"",
                    ""Net Content"": ""50 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/46.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Himalaya Purifying Neem Face Wash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""50 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/47.jpg
"{
                ""products"": [{
                    ""Product Name"": ""डाबर ब्राह्मी आंवला तेल"",
                    ""MRP"": ""20.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/48.jpg
"{
                ""products"": [{
                    ""Product Name"": ""डाबर ब्राह्मी आंवला तेल"",
                    ""MRP"": ""20.00"",
                    ""Expiry Date"": ""06/27"",
                    ""Net Content"": ""68 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/49.jpg
"{
                ""products"": [{
                    ""Product Name"": ""NA"",
                    ""MRP"": ""155"",
                    ""Expiry Date"": ""20/01/27"",
                    ""Net Content"": ""125 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/50.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Lifebuoy Germ Expert Soap"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""5 pcs"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/51.jpg
"{
                ""products"": [{
                    ""Product Name"": ""NA"",
                    ""MRP"": ""155"",
                    ""Expiry Date"": ""20/01/27"",
                    ""Net Content"": ""125 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/52.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Tata Salt Lite"",
                    ""MRP"": ""28.00"",
                    ""Expiry Date"": ""08/26"",
                    ""Net Content"": ""1 kg"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/53.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Tata Salt"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/54.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Lux Body Wash"",
                    ""MRP"": ""99.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/55.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Listerine Cool Mint Mouthwash"",
                    ""MRP"": ""60.00"",
                    ""Expiry Date"": ""05/27"",
                    ""Net Content"": ""80 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/56.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Listerine Cool Mint Mouthwash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""80 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/57.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Listerine Cool Mint Mouthwash"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""80 ml"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/58.jpg
"{
                ""products"": [{
                    ""Product Name"": ""NA"",
                    ""MRP"": ""143.00"",
                    ""Expiry Date"": ""02/26"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/59.jpg
"{
                ""products"": [{
                    ""Product Name"": ""एवरेस्ट हिंगराज पाउडर"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/60.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""03/04/25"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/61.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/62.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Dalda Refined Sunflower Oil"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/63.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Haldiram's Punjabi Tadka"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/64.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Punjabi Tadka"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""21/01/25"",
                    ""Net Content"": ""42 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/65.jpg
"{
                ""products"": [{
                    ""Product Name"": ""NA"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""21/01/25"",
                    ""Net Content"": ""42 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/66.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Haldiram's Chips Classic Salted"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }, {
                    ""Product Name"": ""Britannia 50 50"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""06/05/25"",
                    ""Net Content"": ""40.5 g"",
                    ""Quantity"": 1
                },]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/67.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Amul Pasteurised Butter"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Nescafe Classic"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/68.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Britannia Good Day"",
                    ""MRP"": ""40.00"",
                    ""Expiry Date"": ""06/04/25"",
                    ""Net Content"": ""200g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""03/04/25"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Halidarm's Punjai Tadka"",
                    ""MRP"": ""58.00"",
                    ""Expiry Date"": ""01/04/25"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Nescafe Classic Coffee"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/69.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Surf excel easy wash"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""03/04/25"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Haldiram's Bhujia"",
                    ""MRP"": ""58.00"",
                    ""Expiry Date"": ""10/04/25"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/70.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Amul Pasteurised Butter"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }, {
                    ""Product Name"": ""Surf excel easy wash"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/71.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Surf excel easy wash"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                }, {
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""03/04/25"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/72.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Surf excel easy wash"",
                    ""MRP"": ""10.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                }, {
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""03/04/25"",
                    ""Net Content"": ""75 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Haldiram's Bhujia"",
                    ""MRP"": ""58.00"",
                    ""Expiry Date"": ""10/04/25"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/73.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Cetaphil DAM Daily Advance Ultra Hydrating Lotion"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""100 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""aroma magic vitamin C day cream"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Amul Pasteurized Butter"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Britannia Good Day"",
                    ""MRP"": ""40.00"",
                    ""Expiry Date"": ""06/04/25"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/74.jpg
"{
                ""products"": [{
                    ""Product Name"": ""Cetaphil DAM Daily Advance Ultra Hydrating Lotion"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""100 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""aroma magic vitamin C day cream"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Amul Pasteurized Butter"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Britannia Good Day Butter Cookies"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/75.jpg
"{
                ""products"": [{
                     ""Product Name"": ""aroma magic vitamin C day cream"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""200 g"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Amul Pasteurized Butter"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Bourn Vita"",
                    ""MRP"": ""30.00"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                },{
                    ""Product Name"": ""Britannia Good Day Butter Cookies"",
                    ""MRP"": ""NA"",
                    ""Expiry Date"": ""NA"",
                    ""Net Content"": ""NA"",
                    ""Quantity"": 1
                }]
            }",https://raw.githubusercontent.com/AnamtaRehman/dataset/refs/heads/main/76.jpg
